date,ret,pos,scale
2013-05-22,0.007485133410621928,0.0,
2013-05-23,-0.0002895546580078359,0.5700607329529269,
2013-05-24,0.008204161917268677,0.5700607329529269,
2013-05-28,0.005053445092799794,0.5700607329529269,
2013-05-29,-0.0007095705738425209,0.5700607329529269,
2013-05-30,-0.01333665381235232,0.5700607329529269,
2013-05-31,-8.623512325243555e-05,0.5700607329529269,
2013-06-03,-0.016752091846160975,0.5700607329529269,
2013-06-04,0.03412612353630707,0.5700607329529269,
2013-06-05,-0.009719587632606882,0.5141595057299403,
2013-06-06,-0.0003092108157263728,0.5066972906386312,
2013-06-07,-0.007813675746378864,0.5335683709756638,
2013-06-10,-0.011113317694161991,0.5700607329529269,
2013-06-11,-0.015311184726943311,0.5700607329529269,
2013-06-12,-0.007601802456536452,0.5700607329529269,
2013-06-13,0.0282211095934835,0.5700607329529269,
2013-06-14,0.003388344274311575,0.5700607329529269,
2013-06-17,-0.027948124564780553,0.5700607329529269,
2013-06-18,0.0032582474007167685,0.5700607329529269,
2013-06-19,0.016506788215279036,0.5700607329529269,
2013-06-20,-0.03487175308187791,0.5700607329529269,
2013-06-21,0.013969539607175977,0.5700607329529269,
2013-06-24,-0.04718978389882484,0.0,
2013-06-25,-0.0,0.0,
2013-06-26,-0.0002895546580078359,0.5700607329529269,
2013-06-27,-0.017261802549042013,0.5700607329529269,
2013-06-28,0.014641850440245787,0.0,
2013-07-01,-0.0002895546580078359,0.5700607329529269,
2013-07-02,0.0009553985162312768,0.0,
2013-07-03,-0.0002895546580078359,0.5700607329529269,
2013-07-05,0.005049263870168242,0.5700607329529269,
2013-07-08,-0.01079083700705766,0.5700607329529269,
2013-07-09,0.02262538386463202,0.5633446689465478,
2013-07-10,-0.007168835085444717,0.5700607329529269,
2013-07-11,0.04483826500109985,0.5700607329529269,
2013-07-12,0.05643676640814551,0.38242337303199037,
2013-07-15,-0.01489241989497617,0.0,
2013-07-16,0.0,0.0,
2013-07-17,-0.0,0.0,
2013-07-18,-0.0,0.0,
2013-07-19,0.0,0.0,
2013-07-22,-0.0,0.0,
2013-07-23,-0.00017121327931435471,0.33707614365013583,
2013-07-24,0.022342494056627714,0.37669392528087875,
2013-07-25,-0.02366303105153779,0.0,
2013-07-26,-0.00016794633642582525,0.33064434983834345,
2013-07-29,-0.010311289429921806,0.0,
2013-07-30,0.0,0.0,
2013-07-31,-0.0,0.0,
2013-08-01,-0.0,0.0,
2013-08-02,-0.0001966167259323758,0.38708917917936486,
2013-08-05,-0.019993853250348106,0.0,
2013-08-06,-0.0,0.0,
2013-08-07,-0.0,0.0,
2013-08-08,0.0,0.0,
2013-08-09,-0.0,0.0,
2013-08-12,0.0,0.0,
2013-08-13,0.0,0.0,
2013-08-14,0.0,0.0,
2013-08-15,-0.00022918504557085332,0.45120805846761747,
2013-08-16,-0.010293530916483978,0.4798969127700451,
2013-08-19,-0.018566121162277873,0.0,
2013-08-20,0.0,0.0,
2013-08-21,-0.00023650650492246263,0.4656221815660983,
2013-08-22,-0.012423976896444757,0.0,
2013-08-23,0.0,0.0,
2013-08-26,-0.0,0.0,
2013-08-27,-0.000254414171465648,0.5008779000729945,
2013-08-28,0.032593626736914336,0.37026158291877737,
2013-08-29,0.0033701300800368585,0.0,
2013-08-30,-0.0,0.0,
2013-09-03,-0.0,0.0,
2013-09-04,0.0,0.0,
2013-09-05,-0.00020947988580941702,0.41241352518728974,
2013-09-06,-0.028908057833438576,0.0,
2013-09-09,-0.0,0.0,
2013-09-10,-0.0,0.0,
2013-09-11,-0.0,0.0,
2013-09-12,0.0,0.0,
2013-09-13,0.0,0.0,
2013-09-16,-0.0,0.0,
2013-09-17,-0.0,0.0,
2013-09-18,0.0,0.0,
2013-09-19,-0.0,0.0,
2013-09-20,0.0,0.0,
2013-09-23,-0.0,0.0,
2013-09-24,0.0,0.0,
2013-09-25,0.0,0.0,
2013-09-26,-0.00019462906864071587,0.38317597888640936,
2013-09-27,-0.023275055895552073,0.2684942479984582,
2013-09-30,-0.017844721901852625,0.37809167719644554,
2013-10-01,-0.017724117814901102,0.0,
2013-10-02,-0.0,0.0,
2013-10-03,-0.00022197161298374992,0.43700661306175764,
2013-10-04,-0.052099584950685646,0.3361455532207616,
2013-10-07,0.03999933525163191,0.44910153359598776,
2013-10-08,-0.0003984909643708619,0.32621695286872643,
2013-10-09,0.038357840246827396,0.3344993199656576,
2013-10-10,0.038304913943619456,0.0,
2013-10-11,-0.0,0.0,
2013-10-14,-0.0,0.0,
2013-10-15,0.0,0.0,
2013-10-16,0.0,0.0,
2013-10-17,-0.0,0.0,
2013-10-18,0.0,0.0,
2013-10-21,0.0,0.0,
2013-10-22,0.0,0.0,
2013-10-23,-0.0,0.0,
2013-10-24,0.0,0.0,
2013-10-25,-0.0,0.0,
2013-10-28,0.0,0.0,
2013-10-29,-0.0,0.0,
2013-10-30,0.0,0.0,
2013-10-31,-0.0,0.0,
2013-11-01,-0.0,0.0,
2013-11-04,-0.0,0.0,
2013-11-05,0.0,0.0,
2013-11-06,-0.0,0.0,
2013-11-07,-0.0,0.0,
2013-11-08,0.0,0.0,
2013-11-11,0.0,0.0,
2013-11-12,0.0,0.0,
2013-11-13,0.0,0.0,
2013-11-14,0.0,0.0,
2013-11-15,-0.0,0.0,
2013-11-18,0.0,0.0,
2013-11-19,-0.0,0.0,
2013-11-20,0.0,0.0,
2013-11-21,0.0,0.0,
2013-11-22,0.0,0.0,
2013-11-25,-0.0,0.0,
2013-11-26,0.0,0.0,
2013-11-27,0.0,0.0,
2013-11-29,-0.0,0.0,
2013-12-02,-0.0,0.0,
2013-12-03,-0.0,0.0,
2013-12-04,-0.0,0.0,
2013-12-05,-0.0,0.0,
2013-12-06,0.0,0.0,
2013-12-09,-0.0,0.0,
2013-12-10,-0.0,0.0,
2013-12-11,0.0,0.0,
2013-12-12,-0.0,0.0,
2013-12-13,0.0,0.0,
2013-12-16,-0.0,0.0,
2013-12-17,-0.0,0.0,
2013-12-18,0.0,0.0,
2013-12-19,0.0,0.0,
2013-12-20,0.0,0.0,
2013-12-23,0.0,0.0,
2013-12-24,0.0,0.0,
2013-12-26,0.0,0.0,
2013-12-27,-0.0,0.0,
2013-12-30,-0.0,0.0,
2013-12-31,0.0,0.0,
2014-01-02,-0.0,0.0,
2014-01-03,-0.0,0.0,
2014-01-06,0.0,0.0,
2014-01-07,0.0,0.0,
2014-01-08,0.0,0.0,
2014-01-09,-0.0,0.0,
2014-01-10,-0.0,0.0,
2014-01-13,-0.0,0.0,
2014-01-14,-0.0,0.0,
2014-01-15,-0.0,0.0,
2014-01-16,-0.0,0.0,
2014-01-17,0.0,0.0,
2014-01-21,-0.0,0.0,
2014-01-22,0.0,0.0,
2014-01-23,-0.0,0.0,
2014-01-24,0.0,0.0,
2014-01-27,-0.0,0.0,
2014-01-28,-0.0,0.0,
2014-01-29,0.0,0.0,
2014-01-30,-0.0,0.0,
2014-01-31,0.0,0.0,
2014-02-03,-0.0,0.0,
2014-02-04,-0.00019443321662713622,0.38279039523467445,
2014-02-05,0.019260258650448614,0.2874773478806747,
2014-02-06,0.009307628039656637,0.3155442896489808,
2014-02-07,0.008710310230728425,0.3616295496604418,
2014-02-10,-0.027749526060203495,0.254975711936296,
2014-02-11,0.01641757465993154,0.28210105952085296,
2014-02-12,-0.0049448483811931196,0.30776047074577917,
2014-02-13,0.010213256306491177,0.2765080013202485,
2014-02-14,0.020654718463732312,0.3219136773724909,
2014-02-18,-0.01687802280048126,0.0,
2014-02-19,-0.0001555993743592843,0.30633626826984095,
2014-02-20,0.021950246081518333,0.31085470191035297,
2014-02-21,-0.011799705137174514,0.0,
2014-02-24,-0.00014721353452314107,0.28982664609243397,
2014-02-25,0.0034004698328279443,0.26071464543082556,
2014-02-26,-0.005211137109573993,0.3100881202796142,
2014-02-27,-0.022449358134684617,0.27871697714214216,
2014-02-28,0.008911214231396762,0.20865401842507678,
2014-03-03,0.04259745888684079,0.21737653507608015,
2014-03-04,0.00047590689570332895,0.0,
2014-03-05,-0.0,0.0,
2014-03-06,-0.00012543830990047644,0.24695667261656296,
2014-03-07,0.0021769092325797388,0.26042504345895445,
2014-03-10,0.001912675717284601,0.26796720635260124,
2014-03-11,0.01923590187847771,0.0,
2014-03-12,0.0,0.0,
2014-03-13,-0.0,0.0,
2014-03-14,0.0,0.0,
2014-03-17,-0.0,0.0,
2014-03-18,-0.00013395066611379154,0.2637153739115271,
2014-03-19,-0.021860470777206036,0.2696094744486963,
2014-03-20,0.02409775979326989,0.2716200926128181,
2014-03-21,0.0036726897788808685,0.24373477496955415,
2014-03-24,-0.008060927498820678,0.2495698138938219,
2014-03-25,0.003541659361420091,0.3456188506866099,
2014-03-26,-0.005717695342235455,0.24912902467858708,
2014-03-27,0.0034744095507892223,0.344746065763587,
2014-03-28,-0.005935090934837814,0.26528272496670113,
2014-03-31,-0.01177125835704162,0.37161276772886315,
2014-04-01,0.0010316028143803866,0.4065189053568971,
2014-04-02,-0.0046041693757446316,0.4065189053568971,
2014-04-03,0.020494151903297217,0.4065189053568971,
2014-04-04,-0.005230162872360369,0.0,
2014-04-07,-0.00015034209022067544,0.29598599012195476,
2014-04-08,-6.136198709853797e-05,0.0,
2014-04-09,0.0,0.0,
2014-04-10,-0.0,0.0,
2014-04-11,-0.0,0.0,
2014-04-14,-0.00019345076352695112,0.38085619069368504,
2014-04-15,0.008751222084453362,0.0,
2014-04-16,0.0,0.0,
2014-04-17,-0.0,0.0,
2014-04-21,0.0,0.0,
2014-04-22,0.0,0.0,
2014-04-23,0.0,0.0,
2014-04-24,-0.0,0.0,
2014-04-25,0.0,0.0,
2014-04-28,-0.0,0.0,
2014-04-29,0.0,0.0,
2014-04-30,-0.0,0.0,
2014-05-01,-0.0,0.0,
2014-05-02,-0.0,0.0,
2014-05-05,-0.0,0.0,
2014-05-06,-0.0,0.0,
2014-05-07,0.0,0.0,
2014-05-08,0.0,0.0,
2014-05-09,-0.0,0.0,
2014-05-12,0.0,0.0,
2014-05-13,-0.0,0.0,
2014-05-14,-0.000189534966242155,0.3731469647892426,
2014-05-15,0.008526954635567198,0.0,
2014-05-16,-0.0,0.0,
2014-05-19,-0.0,0.0,
2014-05-20,-0.0001796544010938703,0.35369460215355714,
2014-05-21,-0.011116834089452132,0.0,
2014-05-22,-0.0002064857931971541,0.4065189053568971,
2014-05-23,-0.0011876197103237525,0.0,
2014-05-27,-0.0,0.0,
2014-05-28,0.0,0.0,
2014-05-29,-0.0,0.0,
2014-05-30,-0.0,0.0,
2014-06-02,-0.0,0.0,
2014-06-03,-0.0002064857931971541,0.4065189053568971,
2014-06-04,-0.011365246139510404,0.4065189053568971,
2014-06-05,0.022495823873939412,0.4065189053568971,
2014-06-06,-0.015020266953179482,0.0,
2014-06-09,-0.0002064857931971541,0.4065189053568971,
2014-06-10,-0.00626558099667067,0.4065189053568971,
2014-06-11,0.018624681233729276,0.4065189053568971,
2014-06-12,0.02642394948980572,0.0,
2014-06-13,-0.0,0.0,
2014-06-16,0.0,0.0,
2014-06-17,0.0,0.0,
2014-06-18,0.0,0.0,
2014-06-19,0.0,0.0,
2014-06-20,-0.0,0.0,
2014-06-23,0.0,0.0,
2014-06-24,0.0,0.0,
2014-06-25,-0.0,0.0,
2014-06-26,0.0,0.0,
2014-06-27,0.0,0.0,
2014-06-30,-0.0,0.0,
2014-07-01,-0.0,0.0,
2014-07-02,0.0,0.0,
2014-07-03,0.0,0.0,
2014-07-07,-0.0,0.0,
2014-07-08,-0.0,0.0,
2014-07-09,0.0,0.0,
2014-07-10,0.0,0.0,
2014-07-11,0.0,0.0,
2014-07-14,0.0,0.0,
2014-07-15,-0.0,0.0,
2014-07-16,-0.0,0.0,
2014-07-17,-0.0002064857931971541,0.4065189053568971,
2014-07-18,-0.01407676988810837,0.0,
2014-07-21,-0.0,0.0,
2014-07-22,-0.0,0.0,
2014-07-23,0.0,0.0,
2014-07-24,-0.0001740846748511168,0.3427292036131362,
2014-07-25,0.024013597980207763,0.0,
2014-07-28,-0.0,0.0,
2014-07-29,0.0,0.0,
2014-07-30,-0.0,0.0,
2014-07-31,0.0,0.0,
2014-08-01,-0.0,0.0,
2014-08-04,-0.00013802913734255748,0.27174486414316007,
2014-08-05,0.004346507844154129,0.31890549684872066,
2014-08-06,0.025953685396363446,0.3807611925516845,
2014-08-07,0.015207559947475323,0.0,
2014-08-08,-0.0,0.0,
2014-08-11,-0.0,0.0,
2014-08-12,-0.0,0.0,
2014-08-13,-0.0001189953369109401,0.2342720695434133,
2014-08-14,-0.020106481132058755,0.0,
2014-08-15,-0.0001727443860445564,0.3400905100252204,
2014-08-18,-0.015159410892858242,0.29917084021206247,
2014-08-19,0.05033842736131777,0.21447968583967245,
2014-08-20,-0.011159706655699871,0.0,
2014-08-21,0.0,0.0,
2014-08-22,-0.0,0.0,
2014-08-25,0.0,0.0,
2014-08-26,-0.0,0.0,
2014-08-27,-0.0,0.0,
2014-08-28,-0.0,0.0,
2014-08-29,-0.0,0.0,
2014-09-02,-0.0,0.0,
2014-09-03,0.0,0.0,
2014-09-04,0.0,0.0,
2014-09-05,0.0,0.0,
2014-09-08,-0.0,0.0,
2014-09-09,-0.0,0.0,
2014-09-10,-0.0,0.0,
2014-09-11,-0.0,0.0,
2014-09-12,0.0,0.0,
2014-09-15,-0.0,0.0,
2014-09-16,-0.0,0.0,
2014-09-17,-0.0001502481066091055,0.2958009598866765,
2014-09-18,0.010147923588501284,0.2866719467907424,
2014-09-19,0.03181551811138697,0.0,
2014-09-22,-0.0,0.0,
2014-09-23,0.0,0.0,
2014-09-24,-0.0,0.0,
2014-09-25,0.0,0.0,
2014-09-26,-0.0,0.0,
2014-09-29,-0.0,0.0,
2014-09-30,-0.0,0.0,
2014-10-01,-0.0,0.0,
2014-10-02,-0.0,0.0,
2014-10-03,-0.00013542747283370763,0.26662283714136187,
2014-10-06,0.006779567336190141,0.30007139398887694,
2014-10-07,0.00062338661825922,0.3398878596103801,
2014-10-08,-0.005975483695713454,0.35269675974274156,
2014-10-09,-0.004844062722601118,0.3020818484514072,
2014-10-10,-0.0037831475205133435,0.3188595263132071,
2014-10-13,-0.0005705560704369185,0.31869552204922597,
2014-10-14,0.012022627199696847,0.32431260650216526,
2014-10-15,-0.020349325210114375,0.3813654446394277,
2014-10-16,0.02343650861761199,0.29228498828702343,
2014-10-17,0.017329885992424608,0.36543234594747176,
2014-10-20,-0.024402980439108858,0.0,
2014-10-21,-0.00019020099167102081,0.3744582023523222,
2014-10-22,0.002638772591061117,0.0,
2014-10-23,0.0,0.0,
2014-10-24,0.0,0.0,
2014-10-27,-0.0,0.0,
2014-10-28,0.0,0.0,
2014-10-29,0.0,0.0,
2014-10-30,0.0,0.0,
2014-10-31,-0.0,0.0,
2014-11-03,-0.0,0.0,
2014-11-04,-0.0,0.0,
2014-11-05,-0.0,0.0,
2014-11-06,0.0,0.0,
2014-11-07,-0.0,0.0,
2014-11-10,-0.0,0.0,
2014-11-11,-0.0,0.0,
2014-11-12,0.0,0.0,
2014-11-13,-0.0,0.0,
2014-11-14,0.0,0.0,
2014-11-17,-0.0,0.0,
2014-11-18,0.0,0.0,
2014-11-19,-0.0,0.0,
2014-11-20,-0.0,0.0,
2014-11-21,0.0,0.0,
2014-11-24,-0.0,0.0,
