date,ret,pos,gear
2012-01-03,-0.0,0.0,0.0
2012-01-04,-0.000228040478026867,0.4489546911153944,0.4489546911153944
2012-01-05,-0.019766406992054227,0.15752366217678446,0.23565533400908334
2012-01-06,0.011325327372291803,0.22809383248734913,0.22809383248734913
2012-01-09,0.007180916505575337,0.13182075961249065,0.1972038023147913
2012-01-10,-0.0012133499456466,0.1309463073977242,0.195895622160152
2012-01-11,0.004717570702186542,0.0,0.19541261717407
2012-01-12,0.0,0.0,0.19541261717407
2012-01-13,0.0,0.0,0.19541261717407
2012-01-17,-5.431007519574479e-05,0.10692296054162256,0.19541261717407
2012-01-18,0.008071579633015745,0.0,0.19093011507170757
2012-01-19,0.0,0.0,0.19093011507170757
2012-01-20,0.0,0.0,0.19093011507170757
2012-01-23,-0.0,0.0,0.19093011507170757
2012-01-24,0.0,0.0,0.19093011507170757
2012-01-25,0.0,0.0,0.19093011507170757
2012-01-26,0.0,0.0,0.19093011507170757
2012-01-27,0.0,0.0,0.19093011507170757
2012-01-30,-0.0,0.0,0.19093011507170757
2012-01-31,0.0,0.0,0.19093011507170757
2012-02-01,0.0,0.0,0.19093011507170757
2012-02-02,0.0,0.0,0.21621054758284683
2012-02-03,0.0,0.0,0.32322264572555226
2012-02-06,0.0,0.0,0.3478798556955256
2012-02-07,-0.0,0.0,0.7920170940210443
2012-02-08,0.0,0.0,1.0
2012-02-09,0.0,0.0,1.0
2012-02-10,-0.0,0.0,1.0
2012-02-13,-0.0,0.0,1.0
2012-02-14,-0.0,0.0,1.0
2012-02-15,-0.0,0.0,0.0
2012-02-16,0.0,0.0,0.0
2012-02-17,-0.0,0.0,0.0
2012-02-21,-0.0,0.0,0.0
2012-02-22,0.0,0.0,0.0
2012-02-23,-0.0,0.0,0.0
2012-02-24,-0.0,0.0,0.0
2012-02-27,0.0,0.0,0.0
2012-02-28,-0.0,0.0,0.0
2012-02-29,-0.00012006599809707184,0.2363799337536102,1.0
2012-03-01,0.07164532658398018,0.0,1.0
2012-03-02,-0.0,0.0,1.0
2012-03-05,-0.0,0.0,1.0
2012-03-06,0.0,0.0,1.0
2012-03-07,0.0,0.0,1.0
2012-03-08,0.0,0.0,1.0
2012-03-09,-0.0,0.0,1.0
2012-03-12,0.0,0.0,1.0
2012-03-13,0.0,0.0,1.0
2012-03-14,0.0,0.0,1.0
2012-03-15,-0.0,0.0,1.0
2012-03-16,0.0,0.0,1.0
2012-03-19,-0.0,0.0,1.0
2012-03-20,0.0,0.0,1.0
2012-03-21,-0.0,0.0,1.0
2012-03-22,0.0,0.0,1.0
2012-03-23,0.0,0.0,1.0
2012-03-26,0.0,0.0,1.0
2012-03-27,-0.0,0.0,1.0
2012-03-28,0.0,0.0,1.0
2012-03-29,0.0,0.0,0.0
2012-03-30,-0.0,0.0,0.0
2012-04-02,-0.0,0.0,0.0
2012-04-03,0.0,0.0,0.0
