date,ret,pos,gear
2012-09-27,0.0,0.0,0.7733425713339479
2012-09-28,0.0,0.0,0.7733425713339479
2012-10-01,-0.0,0.0,0.7733425713339479
2012-10-02,-0.0,0.0,0.7733425713339479
2012-10-03,0.0,0.0,0.7733425713339479
2012-10-04,0.0,0.0,0.7733425713339479
2012-10-05,0.0,0.0,0.7733425713339479
2012-10-08,-0.0,0.0,0.7733425713339479
2012-10-09,-0.0,0.0,0.7733425713339479
2012-10-10,0.0,0.0,0.7733425713339479
2012-10-11,-0.0,0.0,0.7733425713339479
2012-10-12,-0.0,0.0,0.7733425713339479
2012-10-15,-0.0,0.0,0.8114254697166169
2012-10-16,-0.0,0.0,0.8114254697166169
2012-10-17,-3.8742816993961906e-05,0.0762749209568625,0.8243722620316977
2012-10-18,-0.0022612380115003368,0.0793462936625474,0.7192273944092802
2012-10-19,-0.00010660203351747103,0.07454286265942273,1.0
2012-10-22,-0.0018288776632501243,0.07454286265942273,1.0
2012-10-23,0.0008655649886970028,0.0694031464771019,1.0
2012-10-24,0.0016731914667179682,0.0694031464771019,1.0
2012-10-25,0.004208693209921571,0.07454286265942273,1.0
2012-10-26,0.0020020820883289684,0.11032156767014768,1.0
2012-10-31,0.00464693930938211,0.09834525250994729,0.9447870097936268
2012-11-01,-0.014836018760225419,0.0,0.84393624131119
2012-11-02,-3.96622604345151e-05,0.07808507523045159,0.84393624131119
2012-11-05,0.002434116599561056,0.08598483006916267,0.8260424211167738
2012-11-06,0.00032396707732050084,0.07294872511277839,0.7884230462534366
2012-11-07,-0.00018724907077030044,0.07297512750084237,0.7887084008116361
2012-11-08,-0.0005360049744807396,0.0820232813073283,0.7879844598698234
2012-11-09,0.006045984296343792,0.08164557913730039,0.7843559359227508
2012-11-12,-0.0006474350010262891,0.0,0.6416782200764082
2012-11-13,-0.0,0.0,0.6416782200764082
2012-11-14,-3.392705898958881e-05,0.06679389738575296,0.6416782200764082
2012-11-15,0.0025239471455745267,0.06687714121336512,0.6424779301281518
2012-11-16,-0.0014570491331105258,0.0,0.6238039106927606
2012-11-19,-3.722012550995781e-05,0.07327712209772944,0.7039615162510644
2012-11-20,0.0020497883910294617,0.07857725600073998,0.7548790494713351
2012-11-21,0.0022348582910078616,0.07839260555217054,0.7531051423359263
2012-11-23,-0.002561244473295698,0.0,0.7848726382124929
2012-11-26,-4.111829387678389e-05,0.08095164106991828,0.7776893846156849
2012-11-27,0.0005296870967649454,0.08282262071127225,0.7507382505559114
2012-11-28,0.0019285006142232156,0.08652905369607124,0.7843348814149008
2012-11-29,0.0010145175989878443,0.08214458597390431,0.7891498142746713
2012-11-30,-0.004126781480994935,0.086596993372094,0.8319233754254058
2012-12-03,-0.002700961091471587,0.0,0.7040726088199384
2012-12-04,-3.819888820192851e-05,0.07520406114754676,0.7224733095147741
2012-12-05,-0.002439802305224416,0.054211337448445814,0.6801533196850864
2012-12-06,-0.00033697704439015797,0.04910647333100758,0.6587682788004678
2012-12-07,-7.644073004989657e-05,0.045670270838109636,0.6580432322787784
2012-12-10,0.00018139621505503084,0.04583698845461895,0.6604453945001167
2012-12-11,0.0008177501931203172,0.05780653879363057,0.8329094821760367
2012-12-12,0.0011141242532737806,0.05739384757184272,0.8269631923788731
2012-12-13,-0.0013042443008707755,0.06119568585111108,0.8209462806748745
2012-12-14,0.0027207869483013604,0.12978432901301942,0.8078585554567874
2012-12-17,-0.004452322820987264,0.05163613263827581,0.692703912837303
2012-12-18,0.0014362995918936097,0.10840345359201174,0.6747706606133039
2012-12-19,0.0015257571420862798,0.04409747999591384,0.6353815674691762
2012-12-20,-2.1847170151523063e-06,0.048320574084454074,0.648225361363232
2012-12-21,0.0007004786964749695,0.04956186646262639,0.6648774234639812
2012-12-24,0.00035597133184919885,0.049416944182269044,0.6629332764968935
2012-12-26,0.00023900832927756954,0.04977992070523121,0.6678026430601359
2012-12-27,0.0009427610440880904,0.049816072576342706,0.6682876240472047
2012-12-28,-0.0015516215789975049,0.05403730415687566,0.6779698406091508
2012-12-31,-0.0012535561356905064,0.0461918794604459,0.6655588659180739
2013-01-02,-0.0,0.0,0.7318626251759538
2013-01-03,-9.260610369571394e-05,0.1823182666509368,0.5515407012988658
2013-01-04,-0.00759237438785764,0.1887776106310889,0.5710812068893701
2013-01-07,0.0029566634680830883,0.0,0.45355172046330217
2013-01-08,0.0,0.0,0.4533453926299923
2013-01-09,-7.61066389857176e-05,0.1498349455031315,0.4532736759728835
2013-01-10,-0.0027702413527706813,0.14945811048008525,0.45213369226909567
2013-01-11,-0.009834687963106681,0.0,0.4426286709222789
2013-01-14,0.0,0.0,0.445628757213216
2013-01-15,-0.0,0.0,0.4453076427152549
2013-01-16,-0.0,0.0,0.5007972939014038
2013-01-17,0.0,0.0,0.5009250955902225
2013-01-18,0.0,0.0,0.5357391658328071
2013-01-22,0.0,0.0,0.5403522284738586
2013-01-23,0.0,0.0,0.5403540824616425
2013-01-24,-9.163387382673566e-05,0.1804041890963858,0.5457503233177132
2013-01-25,3.400326655167285e-05,0.17687900569487627,0.5350861032086105
2013-01-28,0.007660800276980581,0.1772720451200438,0.5362751077125313
2013-01-29,0.0040517823373221705,0.14532907755259564,0.40892872118818346
2013-01-30,0.008484508703869187,0.09421466449000952,0.3840068296117492
2013-01-31,0.0009087742335577178,0.06502532643767703,0.33402641940659294
2013-02-01,0.0022296056975953174,0.07159854652760426,0.3677921733196358
2013-02-04,0.0008455952937641456,0.03717944888385694,0.3603896354067519
2013-02-05,0.0010442641272278448,0.04521370015336736,0.438267629102411
2013-02-06,1.064372032251601e-05,0.043173945196909175,0.43994827136854125
2013-02-07,-0.00020389387046993379,0.04317889658825967,0.4399987267081121
2013-02-08,0.0035034004312265612,0.04388529353376501,0.4471970059864519
2013-02-11,-0.003753951865888635,0.05408329252399292,0.47163150161954664
2013-02-12,0.0007362836309181628,0.0418828364973443,0.4059807401188317
2013-02-13,-0.00022842628635572084,0.04207147229788734,0.4078092338007777
2013-02-14,0.0028676135886826805,0.04195497787943083,0.40668002445919726
2013-02-15,0.0024242353501358798,0.04618577934257258,0.40276150818930107
2013-02-19,-0.00236276670619274,0.03635007721058629,0.40158886093111
2013-02-20,0.00014764889655100445,0.0442149123638491,0.38557463014826154
2013-02-21,0.00017535176082440236,0.044306666954202205,0.38637477291341443
2013-02-22,0.0014109240329122689,0.044395576133649715,0.38715010237014064
2013-02-25,-0.0007729454381552208,0.0399217605328486,0.38712597343681265
2013-02-26,-0.0032135264373961366,0.04389411095808682,0.3827770924677624
2013-02-27,-0.0055626209870575805,0.0,0.3846675371349328
2013-02-28,0.0,0.0,0.27637644803194
2013-03-01,-5.474668169355047e-05,0.10778252958417749,0.3032797890933702
2013-03-04,-0.0014566126714834317,0.0,0.1261281706117406
2013-03-05,0.0,0.0,0.12620684784322433
2013-03-06,-0.0,0.0,0.12615528621924227
2013-03-07,-0.0,0.0,0.12609224444177422
2013-03-08,0.0,0.0,0.1260909295616047
2013-03-11,-0.0,0.0,0.12611676860439705
2013-03-12,-5.811905102716008e-06,0.01144218817097214,0.12641115691500918
2013-03-13,-0.00017448975709483992,0.014651187806856307,0.1277651818774194
2013-03-14,-0.0001905749947048444,0.01201462083313288,0.1275933797475055
2013-03-15,0.00011416066975196442,0.012010413561891406,0.12754869918998563
2013-03-18,-0.0004786294278631706,0.012034279893487519,0.12780215587021018
2013-03-19,-0.00055477392844083,0.0,0.12775190395186026
2013-03-20,-2.3059180860260335e-05,0.045397762318637534,0.12774077426485378
2013-03-21,-0.000909673605253983,0.02446869639916326,0.1256924262209283
2013-03-22,-0.001133752189621131,0.030755802309144674,0.12535668625294244
2013-03-25,-0.0010487423481242801,0.0,0.12371286569492822
2013-03-26,-0.0,0.0,0.12236291350297959
2013-03-27,0.0,0.0,0.12336347994120002
2013-03-28,0.0,0.0,0.13081346495143328
2013-04-01,0.0,0.0,0.13081346495143328
2013-04-02,-0.0,0.0,0.4231988327747001
2013-04-03,-7.639391949018298e-05,0.15040052899629774,0.4231988327747001
2013-04-04,0.0009016378727439385,0.0,0.3292408683071711
2013-04-05,-0.0,0.0,0.3292408683071711
2013-04-08,0.0,0.0,0.3292408683071711
2013-04-09,0.0,0.0,0.3292408683071711
2013-04-10,-0.0,0.0,0.3292408683071711
2013-04-11,-0.0,0.0,0.3283962460718022
2013-04-12,0.0,0.0,0.3276484725420362
2013-04-15,0.0,0.0,0.3270441867326129
2013-04-16,0.0,0.0,0.32783552016602885
2013-04-17,-0.0,0.0,0.3278327109648849
2013-04-18,0.0,0.0,0.3290326864558891
2013-04-19,0.0,0.0,0.40779117832714706
2013-04-22,-0.0,0.0,0.4069448464827819
2013-04-23,-0.0,0.0,0.4414437386690346
2013-04-24,-0.0,0.0,0.49156199682478374
2013-04-25,0.0,0.0,0.49156199682478374
2013-04-26,0.0,0.0,0.49156199682478374
2013-04-29,-0.0,0.0,0.49156199682478374
2013-04-30,-0.0,0.0,0.49156199682478374
2013-05-01,-0.0,0.0,0.49156199682478374
2013-05-02,-0.0,0.0,0.0
2013-05-03,0.0,0.0,0.0
2013-05-06,0.0,0.0,0.0
2013-05-07,-0.0,0.0,0.0
2013-05-08,-0.0,0.0,0.0
2013-05-09,0.0,0.0,0.0
2013-05-10,-0.0,0.0,0.0
2013-05-13,-0.0,0.0,0.0
2013-05-14,0.0,0.0,0.0
2013-05-15,0.0,0.0,0.0
2013-05-16,-0.00016860382860149658,0.33193878755919637,0.9340133866893446
2013-05-17,0.0029638086132837724,0.33085235249077144,0.9309563625158842
2013-05-20,-0.006958226777292221,0.32171352623517957,0.9052414223484033
2013-05-21,-0.018242039868610508,0.2409755854697765,0.7289880813773213
2013-05-22,0.003374405175978782,0.0,0.4268915374500706
2013-05-23,-7.167696217310025e-05,0.14111401927829112,0.4268915374500706
2013-05-24,0.0020307079778565983,0.14077397428851973,0.42586284923590084
2013-05-28,0.0012462065141453497,0.137279751576851,0.4152922899590403
2013-05-29,-0.00017543068436510839,0.14624687518013318,0.4115112312849853
2013-05-30,-0.003421467542967201,0.1462456277818537,0.41150772134057617
2013-05-31,-3.055941953949288e-05,0.12910084628169283,0.39054984782632074
2013-06-03,-0.0037987510192694068,0.13880387106360623,0.3905680160218991
2013-06-04,0.008304898142521888,0.1297426448162496,0.3650714276988408
2013-06-05,-0.0022356106569712876,0.06928880766070016,0.2824122497425566
2013-06-06,-4.139700362548488e-05,0.06883728584469424,0.2805719050148698
2013-06-07,-0.0010596724940777464,0.06883921845449223,0.2805797820833221
2013-06-10,-0.0014315674229334705,0.06852315053389235,0.2792915299753458
2013-06-11,-0.0018556651556385655,0.09846990705170032,0.2770758188539256
2013-06-12,-0.0013144530546762433,0.09572739796140006,0.26935891351034374
2013-06-13,0.004738855348604151,0.09537790255557387,0.2683754990982215
2013-06-14,0.0005500504646245103,0.061114833575833784,0.24909618487464022
2013-06-17,-0.0029963102116659555,0.060994287582649284,0.24860485494298096
2013-06-18,0.0003360027901737832,0.08583409566423136,0.24152101950564836
2013-06-19,0.0024851299864532056,0.08642195434289014,0.24317514338609691
2013-06-20,-0.005329128565238782,0.0,0.26073330879693396
2013-06-21,-4.3782540091305435e-05,0.08619687580475757,0.24254181466540684
2013-06-24,-0.00709401159224674,0.08411402188788489,0.23668105505011033
2013-06-25,-0.0003665922921641068,0.0,0.1968028051650376
2013-06-26,-3.320745281580171e-05,0.06537717273110961,0.19777596814305826
2013-06-27,-0.0019797249776399243,0.06525017049199185,0.19739176690356508
2013-06-28,0.0016759323740742108,0.0,0.19648048546926836
2013-07-01,-3.5466073125075374e-05,0.06982383146499213,0.19647114390514833
2013-07-02,0.0001170218910425195,0.0,0.17557784420404607
2013-07-03,-3.298245018784218e-05,0.0649341988073143,0.1964359041271199
2013-07-05,0.0005741416058425405,0.0628867589048555,0.190242084602544
2013-07-08,-0.0011925944857890836,0.06720553398076112,0.18910374668535018
2013-07-09,0.002665378208185375,0.06240832833819464,0.18879475880735008
2013-07-10,-0.0007945789761908317,0.06394501328261028,0.17992925399637064
2013-07-11,0.005029373657256903,0.06441130767913632,0.18124131882523875
2013-07-12,0.006374704203939763,0.03894149153259971,0.15872050051584152
2013-07-15,-0.001508707772635986,0.015772036579114412,0.1528822691838497
2013-07-16,0.0010998103592688652,0.015763507524220236,0.15279959493568432
2013-07-17,-0.0006020835488059514,0.015131994089226908,0.15419704202503498
2013-07-18,-0.0008169519325261257,0.015891854605872342,0.15404369508645893
2013-07-19,0.00015100790408887073,0.030358487791927534,0.15594749817143067
2013-07-22,-0.0015743932107327816,0.0,0.1600549902664286
2013-07-23,-1.9954155535363278e-05,0.039284743710246456,0.16011955215190007
2013-07-24,0.002603600294623067,0.04453051275716991,0.18150063068663425
2013-07-25,-0.002788451831608547,0.017987096808523142,0.17435339832764982
2013-07-26,0.0010073175101335638,0.04272199025821178,0.17412932607215914
2013-07-29,-0.0013234868533761922,0.0179188200237183,0.17369157448890957
2013-07-30,0.0012463070048504517,0.03368718455724697,0.1730465689907925
2013-07-31,-0.0011244011263520093,0.02015222537960607,0.20535386978305722
2013-08-01,-0.002357332663254573,0.0,0.20367566854629698
2013-08-02,-3.269928136717454e-05,0.06437671019162487,0.19474941561605824
2013-08-05,-0.003325173023540185,0.0,0.19230834867349322
2013-08-06,-0.0,0.0,0.19545865507502297
2013-08-07,-0.0,0.0,0.19966878177281183
2013-08-08,0.0,0.0,0.2014457139124387
2013-08-09,-0.0,0.0,0.23910439930161537
2013-08-12,0.0,0.0,0.294554371104636
2013-08-13,0.0,0.0,0.2966685932101152
2013-08-14,0.0,0.0,0.3042394652511674
2013-08-15,-5.140001524478906e-05,0.10119378001317847,0.30612669493183126
2013-08-16,-0.00230604396013961,0.1026725956213022,0.31060033881063065
2013-08-19,-0.003972169438114466,0.0,0.30293052491439426
2013-08-20,0.0,0.0,0.31830426090761704
2013-08-21,-5.759650868829572e-05,0.11339312648008221,0.31906695469286545
2013-08-22,-0.0030117892619982,0.028098020657230608,0.2723610952906691
2013-08-23,0.00019809563082672567,0.05386106262129306,0.27667708688964665
2013-08-26,-0.0035016499736487032,0.05817949011661469,0.29886027231527906
2013-08-27,0.0010605111563165885,0.09945096221846846,0.27983632378189754
2013-08-28,0.006471443483033514,0.07325488213043087,0.2985774581139868
2013-08-29,0.000680414272752311,0.027733260180011154,0.26882538135885264
2013-08-30,-0.0011885056170752091,0.028164142059664752,0.2869963714739368
2013-09-03,-0.007360677083044029,0.0,0.28845252482460865
2013-09-04,0.0,0.0,0.22448381979212184
2013-09-05,-3.7691818291419984e-05,0.07420576726123308,0.22448381979212184
2013-09-06,-0.005201440982296184,0.0,0.18174790530530757
2013-09-09,-0.0,0.0,0.18174790530530757
2013-09-10,-0.0,0.0,0.18174790530530757
2013-09-11,-0.0,0.0,0.18174790530530757
2013-09-12,0.0,0.0,0.18174790530530757
2013-09-13,0.0,0.0,0.18174790530530757
2013-09-16,-0.0,0.0,0.18164439298558405
2013-09-17,-0.0,0.0,0.18265796715808594
2013-09-18,0.0,0.0,0.18265796715808594
2013-09-19,-0.0,0.0,0.18265796715808594
2013-09-20,0.0,0.0,0.21146917166389603
2013-09-23,-0.0,0.0,0.21112604578970087
2013-09-24,0.0,0.0,0.21161032731773782
2013-09-25,0.0,0.0,0.2168322322598007
2013-09-26,-3.9860276902959134e-05,0.0784749201527008,0.22081368218810107
2013-09-27,-0.004769304695787164,0.049817666734129865,0.20305038886230373
2013-09-30,-0.0033251768351086957,0.0,0.19691885471507475
2013-10-01,-2.2707252554618587e-05,0.044704903466905345,0.1822114247431831
2013-10-02,-0.0035899731365567015,0.07113727557440987,0.20016692887166312
2013-10-03,0.007016732488417814,0.05910514554421966,0.17880212456299668
2013-10-04,-0.0070688400195718475,0.0,0.1690269428994341
2013-10-07,-2.5647371731187807e-05,0.050493263095775995,0.15274986017737752
2013-10-08,-4.732168694758823e-05,0.03155857429346503,0.12862868139582895
2013-10-09,0.0037111849182629823,0.031559056430862376,0.1286306465257203
2013-10-10,0.0036200664135522934,0.012411154869410742,0.12030440774784458
2013-10-11,-0.0003351018016398804,0.011232049942124036,0.11928260021791143
2013-10-14,-0.0004141634339813046,0.01122072346790086,0.11916231484671
2013-10-15,0.0006940343665648658,0.011675890050795232,0.11897887999599013
2013-10-16,0.00037038884832044626,0.011186033632280509,0.11879391425952876
2013-10-17,-0.0004937361043584642,0.013622680328122121,0.11879611760665326
2013-10-18,0.001208228999482495,0.011152840705873105,0.11844141061227663
2013-10-21,0.0005664377465865977,0.012174976612710543,0.11806216985064623
2013-10-22,0.00016276672021403634,0.0,0.11799758979506436
2013-10-23,-0.0,0.0,0.11799758979506436
2013-10-24,-6.872945233764487e-06,0.013531110928973834,0.11799758979506436
2013-10-25,-0.0006360539861908131,0.014056712143536479,0.12258107719955745
2013-10-28,0.001124604865734112,0.011744399075191867,0.12472366726503377
2013-10-29,-9.301008935853124e-05,0.013590736015058764,0.1317909540893925
2013-10-30,0.0025397950353759457,0.013844260401766706,0.13424940967061685
2013-10-31,-0.0002245519631403443,0.0,0.14725852865801967
2013-11-01,-0.0,0.0,0.16124652420678984
2013-11-04,-0.0,0.0,0.19467674678664726
2013-11-05,0.0,0.0,0.26659329910903967
2013-11-06,-0.0,0.0,0.2667360208358742
2013-11-07,-0.0,0.0,0.372681312384402
2013-11-08,-1.839947215333239e-05,0.036223960801873144,0.400195550412774
2013-11-11,0.002038963580862774,0.0,0.3952494465005863
2013-11-12,0.0,0.0,0.4049427409880154
2013-11-13,0.0,0.0,0.40787025133658195
2013-11-14,0.0,0.0,0.40653272314125094
