period,value
2005-01-21,48.02
2005-01-24,48.44
2005-01-25,49.42
2005-01-26,48.75
2005-01-27,48.85
2005-01-28,47.4
2005-01-31,48.35
2005-02-01,47.72
2005-02-02,47.27
2005-02-03,47.07
2005-02-04,47.12
2005-02-07,46.29
2005-02-08,46.42
2005-02-09,46.37
2005-02-10,47.83
2005-02-11,47.95
2005-02-14,48.17
2005-02-15,47.97
2005-02-16,49.02
2005-02-17,48.59
2005-02-18,49.43
2005-02-22,51.66
2005-02-23,51.3
2005-02-24,51.69
2005-02-25,51.89
2005-02-28,52.38
2005-03-01,52.46
2005-03-02,53.59
2005-03-03,53.86
2005-03-04,53.96
2005-03-07,54.35
2005-03-08,55.1
2005-03-09,55.25
2005-03-10,54.44
2005-03-11,55.31
2005-03-14,55.93
2005-03-15,56.05
2005-03-16,57.53
2005-03-17,57.64
2005-03-18,58.17
2005-03-21,58.42
2005-03-22,57.46
2005-03-23,55.68
2005-03-24,56.35
2005-03-28,55.31
2005-03-29,55.31
2005-03-30,55.44
2005-03-31,57.09
2005-04-01,59.09
2005-04-04,59.12
2005-04-05,58.12
2005-04-06,57.86
2005-04-07,56.3
2005-04-08,55.7
2005-04-11,56.16
2005-04-12,54.72
2005-04-13,53.52
2005-04-14,54.02
2005-04-15,53.38
2005-04-18,52.62
2005-04-19,54.77
2005-04-20,55.58
2005-04-21,56.36
2005-04-22,57.28
2005-04-25,56.74
2005-04-26,56.55
2005-04-27,54.4
2005-04-28,54.59
2005-04-29,52.93
2005-05-02,54.08
2005-05-03,52.67
2005-05-04,53.27
2005-05-05,53.61
2005-05-06,53.55
2005-05-09,53.86
2005-05-10,54.03
2005-05-11,52.75
2005-05-12,51.39
2005-05-13,51.5
2005-05-16,51.22
2005-05-17,51.55
2005-05-18,50.43
2005-05-19,50.21
2005-05-20,50.41
2005-05-23,51.2
2005-05-24,51.43
2005-05-25,52.38
2005-05-26,52.48
2005-05-27,52.91
2005-05-31,53.25
2005-06-01,56.01
2005-06-02,55.37
2005-06-03,56.85
2005-06-06,56.89
2005-06-07,56.32
2005-06-08,55.34
2005-06-09,56.9
2005-06-10,55.97
2005-06-13,58.16
2005-06-14,57.33
2005-06-15,57.53
2005-06-16,58.46
2005-06-17,60.04
2005-06-20,60.75
2005-06-21,59.9
2005-06-22,59.32
2005-06-23,60.64
2005-06-24,61.06
2005-06-27,61.97
2005-06-28,60.02
2005-06-29,59.31
2005-06-30,58.8
2005-07-01,60.75
2005-07-05,61.95
2005-07-06,63.18
2005-07-07,62.74
2005-07-08,61.69
2005-07-11,61.33
2005-07-12,62.53
2005-07-13,61.87
2005-07-14,59.69
2005-07-15,60.11
2005-07-18,59.52
2005-07-19,59.78
2005-07-20,59.19
2005-07-21,58.84
2005-07-22,60.2
2005-07-25,60.67
2005-07-26,60.99
2005-07-27,61.24
2005-07-28,62.19
2005-07-29,62.86
2005-08-01,63.96
2005-08-02,64.16
2005-08-03,63.17
2005-08-04,63.56
2005-08-05,64.44
2005-08-08,65.87
2005-08-09,65.29
2005-08-10,67.12
2005-08-11,67.52
2005-08-12,67.64
2005-08-15,67.78
2005-08-16,67.56
2005-08-17,64.88
2005-08-18,64.79
2005-08-19,66.63
2005-08-22,66.61
2005-08-23,67.22
2005-08-24,68.89
2005-08-25,69.13
2005-08-26,67.83
2005-08-29,68.48
2005-08-30,70
2005-08-31,69.71
2005-09-01,70.41
2005-09-02,68.85
2005-09-06,67.8
2005-09-07,66.23
2005-09-08,66.42
2005-09-09,65.88
2005-09-12,65.09
2005-09-13,64.83
2005-09-14,66.7
2005-09-15,66.23
2005-09-16,64.41
2005-09-19,67.98
2005-09-20,66.66
2005-09-21,67.22
2005-09-22,67.25
2005-09-23,65.39
2005-09-26,66.81
2005-09-27,66.21
2005-09-28,67.08
2005-09-29,66.63
2005-09-30,66.82
2005-10-03,65.97
2005-10-04,64.64
2005-10-05,63.64
2005-10-06,61.84
2005-10-07,62.46
2005-10-10,62.41
2005-10-11,63.81
2005-10-12,64.1
2005-10-13,63.16
2005-10-14,62.21
2005-10-17,63.39
2005-10-18,62.04
2005-10-19,61.23
2005-10-20,60.11
2005-10-21,61.16
2005-10-24,60.93
2005-10-25,63.28
2005-10-26,61.82
2005-10-27,62.06
2005-10-28,62.01
2005-10-31,61
2005-11-01,61.21
2005-11-02,61.2
2005-11-03,63.17
2005-11-04,62.1
2005-11-07,61.27
2005-11-08,61.5
2005-11-09,60.51
2005-11-10,59.55
2005-11-11,59.23
2005-11-14,59.2
2005-11-15,58.39
2005-11-16,59.22
2005-11-17,58.08
2005-11-18,58.35
2005-11-21,59.22
2005-11-22,60.07
2005-11-23,59.86
2005-11-28,58.7
2005-11-29,58.06
2005-11-30,59.01
2005-12-01,60.14
2005-12-02,61.07
2005-12-05,61.84
2005-12-06,61.79
2005-12-07,61.21
2005-12-08,62.72
2005-12-09,61.44
2005-12-12,63.2
2005-12-13,63.21
2005-12-14,62.9
2005-12-15,62.21
2005-12-16,60.22
2005-12-19,59.17
2005-12-20,59.14
2005-12-21,59.95
2005-12-22,59.66
2005-12-23,59.79
2005-12-27,59.46
2005-12-28,61.12
2005-12-29,61.72
2005-12-30,62.7
2006-01-03,64.84
2006-01-04,65
2006-01-05,64.41
2006-01-06,65.79
2006-01-09,65.26
2006-01-10,65.11
2006-01-11,65.33
2006-01-12,65.35
2006-01-13,65.53
2006-01-17,67.77
2006-01-18,67.07
2006-01-19,68.04
2006-01-20,69.29
2006-01-23,69.33
2006-01-24,68.39
2006-01-25,67.28
2006-01-26,67.84
2006-01-27,69.38
2006-01-30,70
2006-01-31,69.7
2006-02-01,68.47
2006-02-02,66.7
2006-02-03,67.48
2006-02-06,67.36
2006-02-07,65.62
2006-02-08,64.94
2006-02-09,64.99
2006-02-10,64.41
2006-02-13,63.88
2006-02-14,62.64
2006-02-15,61.13
2006-02-16,62
2006-02-17,63.15
2006-02-21,64.49
2006-02-22,63.79
2006-02-23,63.86
2006-02-24,65.73
2006-02-27,64.12
2006-02-28,64.83
2006-03-01,65.43
2006-03-02,66.8
2006-03-03,66.97
2006-03-06,65.59
2006-03-07,64.66
2006-03-08,63.34
2006-03-09,64.09
2006-03-10,63.49
2006-03-13,65.22
2006-03-14,66.62
2006-03-15,65.23
2006-03-16,66.51
2006-03-17,65.6
2006-03-20,63.74
2006-03-21,64.4
2006-03-22,64.27
2006-03-23,65.97
2006-03-24,66.17
2006-03-27,66.21
2006-03-28,67.84
2006-03-29,68.42
2006-03-30,69.38
2006-03-31,69.09
2006-04-03,69.2
2006-04-04,68.96
2006-04-05,69.59
2006-04-06,70.05
2006-04-07,69.82
2006-04-10,71.33
2006-04-11,71.69
2006-04-12,71.56
2006-04-13,72.3
2006-04-17,73.4
2006-04-18,74.45
2006-04-19,75.56
2006-04-20,75.11
2006-04-21,76.92
2006-04-24,75.66
2006-04-25,75.83
2006-04-26,74.82
2006-04-27,73.81
2006-04-28,74.75
2006-05-01,76.4
2006-05-02,77.14
2006-05-03,75.24
2006-05-04,73.16
2006-05-05,73.52
2006-05-08,72.98
2006-05-09,73.92
2006-05-10,75.23
2006-05-11,76.13
2006-05-12,74.73
2006-05-15,72.06
2006-05-16,71.91
2006-05-17,71.09
2006-05-18,71.83
2006-05-19,70.87
2006-05-22,71.43
2006-05-23,73.59
2006-05-24,71.68
2006-05-25,73.11
2006-05-26,73.2
2006-05-30,73.83
2006-05-31,73.37
2006-06-01,72.37
2006-06-02,74.11
2006-06-05,74.54
2006-06-06,74.39
2006-06-07,73.01
2006-06-08,72.74
2006-06-09,73.83
2006-06-12,72.57
2006-06-13,70.68
2006-06-14,70.87
2006-06-15,71.06
2006-06-16,71.42
2006-06-19,70.83
2006-06-20,70.53
2006-06-21,71.97
2006-06-22,72.76
2006-06-23,72.87
2006-06-26,73.86
2006-06-27,73.88
2006-06-28,74.23
2006-06-29,75.48
2006-06-30,75.81
2006-07-05,77.23
2006-07-06,77.27
2006-07-07,76.43
2006-07-10,75.89
2006-07-11,76.35
2006-07-12,77.12
2006-07-13,79.27
2006-07-14,79.71
2006-07-17,78.17
2006-07-18,76.74
2006-07-19,76.39
2006-07-20,75.81
2006-07-21,76.44
2006-07-24,77.12
2006-07-25,75.9
2006-07-26,76.27
2006-07-27,77.06
2006-07-28,75.76
2006-07-31,77.04
2006-08-01,77.51
2006-08-02,78.08
2006-08-03,78.02
2006-08-04,77.57
2006-08-07,79.67
2006-08-08,78.87
2006-08-09,78.66
2006-08-10,76.89
2006-08-11,77.43
2006-08-14,76.45
2006-08-15,75.84
2006-08-16,74.96
2006-08-17,73.41
2006-08-18,73.9
2006-08-21,74.95
2006-08-22,74.78
2006-08-23,74.31
2006-08-24,74.66
2006-08-25,74.72
2006-08-28,73.24
2006-08-29,72.5
2006-08-30,72.65
2006-08-31,73.02
2006-09-01,71.94
2006-09-05,71.41
2006-09-06,70.37
2006-09-07,70.22
2006-09-08,69.13
2006-09-11,68.3
2006-09-12,66.69
2006-09-13,66.83
2006-09-14,66.12
2006-09-15,65.93
2006-09-18,66.33
2006-09-19,64.18
2006-09-20,62.62
2006-09-21,64.03
2006-09-22,63.11
2006-09-25,63.77
2006-09-26,63.34
2006-09-27,65.28
2006-09-28,65.33
2006-09-29,65.83
2006-10-02,64.23
2006-10-03,62.1
2006-10-04,62.64
2006-10-05,63.17
2006-10-06,63.04
2006-10-09,63.38
2006-10-10,62.44
2006-10-11,61.77
2006-10-12,62.12
2006-10-13,62.68
2006-10-16,63.91
2006-10-17,63.16
2006-10-18,61.88
2006-10-19,62.86
2006-10-20,62.07
2006-10-23,62.54
2006-10-24,63.09
2006-10-25,65.03
2006-10-26,63.95
2006-10-27,64.61
2006-10-30,62.49
2006-10-31,62.9
2006-11-01,62.84
2006-11-02,61.89
2006-11-03,63.08
2006-11-06,63.98
2006-11-07,62.81
2006-11-08,63.71
2006-11-09,65.25
2006-11-10,63.83
2006-11-13,63.04
2006-11-14,62.62
2006-11-15,63.16
2006-11-16,61.21
2006-11-17,61.7
2006-11-20,62.43
2006-11-21,63.54
2006-11-22,62.82
2006-11-27,63.58
2006-11-28,64.1
2006-11-29,65.46
2006-11-30,66.27
2006-12-01,66.83
2006-12-04,65.99
2006-12-05,65.79
2006-12-06,65.3
2006-12-07,64.93
2006-12-08,64.58
2006-12-11,64
2006-12-12,63.63
2006-12-13,63.72
2006-12-14,64.87
2006-12-15,65.49
2006-12-18,64.21
2006-12-19,64.89
2006-12-20,66.12
2006-12-21,65.36
2006-12-22,65.11
2006-12-26,63.86
2006-12-27,63.13
2006-12-28,63.3
2006-12-29,63.95
2007-01-03,61.05
2007-01-04,58.38
2007-01-05,59.18
2007-01-08,59.26
2007-01-09,58.69
2007-01-10,56.72
2007-01-11,54.26
2007-01-12,55.18
2007-01-16,53.19
2007-01-17,54.27
2007-01-18,53.36
2007-01-19,55.04
2007-01-22,54.33
2007-01-23,57.25
2007-01-24,57.48
2007-01-25,56.51
2007-01-26,57.59
2007-01-29,56.12
2007-01-30,58.92
2007-01-31,60.14
2007-02-01,59.37
2007-02-02,61.11
2007-02-05,60.86
2007-02-06,60.72
2007-02-07,59.58
2007-02-08,61.68
2007-02-09,61.91
2007-02-12,59.99
2007-02-13,61.22
2007-02-14,59.82
2007-02-15,59.73
2007-02-16,61.05
2007-02-20,60.27
2007-02-21,62.08
2007-02-22,63.48
2007-02-23,64.09
2007-02-26,64.2
2007-02-27,64.25
2007-02-28,64.7
2007-03-01,64.78
2007-03-02,64.27
2007-03-05,62.88
2007-03-06,63.71
2007-03-07,64.91
2007-03-08,64.94
2007-03-09,63.62
2007-03-12,62.8
2007-03-13,62.45
2007-03-14,62.68
2007-03-15,62.17
2007-03-16,61.9
2007-03-19,62.02
2007-03-20,61.59
2007-03-21,62.83
2007-03-22,64.61
2007-03-23,65.04
2007-03-26,66.25
2007-03-27,66.53
2007-03-28,67.45
2007-03-29,68.61
2007-03-30,68.73
2007-04-02,68.99
2007-04-03,68.03
2007-04-04,68.33
2007-04-05,68.55
2007-04-09,67.12
2007-04-10,67.67
2007-04-11,67.47
2007-04-12,68.75
2007-04-13,68.71
2007-04-16,67.58
2007-04-17,66.42
2007-04-18,66.46
2007-04-19,65.73
2007-04-20,66.31
2007-04-23,68.54
2007-04-24,67.38
2007-04-25,68.75
2007-04-26,67.97
2007-04-27,69.34
2007-04-30,68.77
2007-05-01,67.95
2007-05-02,67.28
2007-05-03,66.98
2007-05-04,66.08
2007-05-07,65.42
2007-05-08,65.9
2007-05-09,65.24
2007-05-10,65.55
2007-05-11,66.14
2007-05-14,65.87
2007-05-15,66.62
2007-05-16,66.14
2007-05-17,67.89
2007-05-18,67.86
2007-05-21,68.77
2007-05-22,67.43
2007-05-23,68.62
2007-05-24,67.55
2007-05-25,68.26
2007-05-29,66.13
2007-05-30,66.28
2007-05-31,66.51
2007-06-01,67.65
2007-06-04,68.79
2007-06-05,68.36
2007-06-06,68.54
2007-06-07,69.18
2007-06-08,66.96
2007-06-11,68.17
2007-06-12,67.67
2007-06-13,68.51
2007-06-14,69.5
2007-06-15,69.96
2007-06-18,70.84
2007-06-19,70.74
2007-06-20,70
2007-06-21,70.08
2007-06-22,70.8
2007-06-25,70.79
2007-06-26,69.16
2007-06-27,69.79
2007-06-28,70.13
2007-06-29,71.24
2007-07-02,71.95
2007-07-03,72.25
2007-07-05,72.42
2007-07-06,73.09
2007-07-09,72.88
2007-07-10,73.41
2007-07-11,73.1
2007-07-12,72.98
2007-07-13,73.89
2007-07-16,73.75
2007-07-17,73.51
2007-07-18,74.77
2007-07-19,75.41
2007-07-20,75.26
2007-07-23,74.37
2007-07-24,73.1
2007-07-25,74.77
2007-07-26,73.67
2007-07-27,75.06
2007-07-30,74.74
2007-07-31,76.05
2007-08-01,75.29
2007-08-02,75.61
2007-08-03,74.7
2007-08-06,71.46
2007-08-07,71.86
2007-08-08,71.36
2007-08-09,70.9
2007-08-10,70.74
2007-08-13,70.52
2007-08-14,71.04
2007-08-15,72.31
2007-08-16,70.18
2007-08-17,70.98
2007-08-20,70.27
2007-08-21,69.01
2007-08-22,68.5
2007-08-23,69
2007-08-24,69.94
2007-08-27,70.51
2007-08-28,70.17
2007-08-29,71.43
2007-08-30,71.14
2007-08-31,71.83
2007-09-04,72.7
2007-09-05,72.7
2007-09-06,73.34
2007-09-07,73.78
2007-09-10,74.25
2007-09-11,74.95
2007-09-12,76.44
2007-09-13,76.75
2007-09-14,76.49
2007-09-17,77.32
2007-09-18,78.06
2007-09-19,78.88
2007-09-20,79.85
2007-09-21,79.44
2007-09-24,79.2
2007-09-25,77.56
2007-09-26,77.37
2007-09-27,79.59
2007-09-28,78.85
2007-10-01,77.87
2007-10-02,77.47
2007-10-03,77.37
2007-10-04,79.12
2007-10-05,79.32
2007-10-08,77.32
2007-10-09,78.28
2007-10-10,79.37
2007-10-11,80.8
2007-10-12,81.19
2007-10-15,83.41
2007-10-16,84.62
2007-10-17,84.08
2007-10-18,85.78
2007-10-19,84.95
2007-10-22,84.39
2007-10-23,83
2007-10-24,84.53
2007-10-25,87.27
2007-10-26,88.7
2007-10-29,90.8
2007-10-30,87.99
2007-10-31,91.19
2007-11-01,90.47
2007-11-02,92.73
2007-11-05,91.35
2007-11-06,93.97
2007-11-07,94.03
2007-11-08,93.19
2007-11-09,93.7
2007-11-12,91.91
2007-11-13,88.75
2007-11-14,90.88
2007-11-15,90.12
2007-11-16,91.72
2007-11-19,91.72
2007-11-20,94.88
2007-11-21,94.19
2007-11-23,95.08
2007-11-26,94.76
2007-11-27,92
2007-11-28,88.85
2007-11-29,89.24
2007-11-30,87.43
2007-12-03,88.36
2007-12-04,87.63
2007-12-05,86.81
2007-12-06,89.24
2007-12-07,87.68
2007-12-10,87.4
2007-12-11,89.46
2007-12-12,93.6
2007-12-13,92.04
2007-12-14,91.39
2007-12-17,91.03
2007-12-18,89.91
2007-12-19,90.63
2007-12-20,90.41
2007-12-21,92.04
2007-12-24,92.58
2007-12-26,94.03
2007-12-27,94.97
2007-12-28,94.51
2007-12-31,94.65
2008-01-02,98.09
2008-01-03,97.9
2008-01-04,96.86
2008-01-07,94.15
2008-01-08,95.18
2008-01-09,94.13
2008-01-10,92.22
2008-01-11,91.31
2008-01-14,92.95
2008-01-15,91.09
2008-01-16,89.67
2008-01-17,88.89
2008-01-18,89.14
2008-01-22,88.39
2008-01-23,85.96
2008-01-24,88.19
2008-01-25,89.91
2008-01-28,90.33
2008-01-29,90.88
2008-01-30,91.63
2008-01-31,91.31
2008-02-01,88.79
2008-02-04,89.81
2008-02-05,88.18
2008-02-06,87.09
2008-02-07,88.11
2008-02-08,91.38
2008-02-11,93.14
2008-02-12,92.49
2008-02-13,93.04
2008-02-14,95.14
2008-02-15,94.83
2008-02-19,98.9
2008-02-20,98.85
2008-02-21,97.01
2008-02-22,97.53
2008-02-25,98.08
2008-02-26,99.83
2008-02-27,98.76
2008-02-28,101.53
2008-02-29,100.64
2008-03-03,101.23
2008-03-04,98.09
2008-03-05,102.31
2008-03-06,103.09
2008-03-07,102.55
2008-03-10,104.41
2008-03-11,105.08
2008-03-12,106.07
2008-03-13,106.9
2008-03-14,106.52
2008-03-17,102.07
2008-03-18,106.39
2008-03-19,100.79
2008-03-20,99.66
2008-03-24,99.15
2008-03-25,100.07
2008-03-26,103.68
2008-03-27,104.81
2008-03-28,103.49
2008-03-31,100.08
2008-04-01,99.51
2008-04-02,103.18
2008-04-03,102
2008-04-04,104.59
2008-04-07,107.23
2008-04-08,106.44
2008-04-09,108.61
2008-04-10,108.26
2008-04-11,108.56
2008-04-14,109.72
2008-04-15,111.74
2008-04-16,113.09
2008-04-17,113.14
2008-04-18,114.66
2008-04-21,115.02
2008-04-22,116.51
2008-04-23,116.27
2008-04-24,113.81
2008-04-25,115.77
2008-04-28,116.18
2008-04-29,113.37
2008-04-30,111.32
2008-05-01,110.5
2008-05-02,114.58
2008-05-05,118.26
2008-05-06,120.21
2008-05-07,122.25
2008-05-08,122.87
2008-05-09,125.45
2008-05-12,123.61
2008-05-13,125
2008-05-14,123.9
2008-05-15,123.51
2008-05-16,125.79
2008-05-19,126.58
2008-05-20,129.46
2008-05-21,134.03
2008-05-22,130.68
2008-05-23,131.79
2008-05-27,128.84
2008-05-28,130.41
2008-05-29,126.62
2008-05-30,127.27
2008-06-02,128.04
2008-06-03,124.92
2008-06-04,122.91
2008-06-05,128.3
2008-06-06,138.4
2008-06-09,134.76
2008-06-10,132.17
2008-06-11,137.46
2008-06-12,137.88
2008-06-13,135.97
2008-06-16,136.21
2008-06-17,135.33
2008-06-18,137.67
2008-06-19,133.27
2008-06-20,135.72
2008-06-23,137.28
2008-06-24,137.78
2008-06-25,135.52
2008-06-26,140.57
2008-06-27,141.24
2008-06-30,141.24
2008-07-01,142.28
2008-07-02,144.77
2008-07-03,146.31
2008-07-07,142.74
2008-07-08,137.66
2008-07-09,137.63
2008-07-10,143.15
2008-07-11,146.2
2008-07-14,146.43
2008-07-15,140.26
2008-07-16,136.3
2008-07-17,131.13
2008-07-18,130.39
2008-07-21,132.68
2008-07-22,129.47
2008-07-23,125.88
2008-07-24,126.6
2008-07-25,124.62
2008-07-28,126.09
2008-07-29,123.57
2008-07-30,127.85
2008-07-31,125.29
2008-08-01,126.3
2008-08-04,122.39
2008-08-05,119.66
2008-08-06,118.81
2008-08-07,119.82
2008-08-08,116.11
2008-08-11,115.38
2008-08-12,113.88
2008-08-13,116.58
2008-08-14,115.72
2008-08-15,114.86
2008-08-18,113.72
2008-08-19,115.3
2008-08-20,116.51
2008-08-21,122.75
2008-08-22,116.16
2008-08-25,116.81
2008-08-26,117.52
2008-08-27,119.08
2008-08-28,116.86
2008-08-29,116.68
2008-09-02,111.55
2008-09-03,110.97
2008-09-04,109.51
2008-09-05,107.66
2008-09-08,107.47
2008-09-09,104.15
2008-09-10,103.25
2008-09-11,101.58
2008-09-12,102.01
2008-09-15,96.43
2008-09-16,91.4
2008-09-17,97
2008-09-18,97.72
2008-09-19,102.57
2008-09-22,108.78
2008-09-23,105.06
2008-09-24,104.95
2008-09-25,107.2
2008-09-26,106.31
2008-09-29,96.69
2008-09-30,100.8
2008-10-01,98.17
2008-10-02,93.41
2008-10-03,92.88
2008-10-06,86.64
2008-10-07,88.45
2008-10-08,88.59
2008-10-09,87.19
2008-10-10,78.79
2008-10-13,82.42
2008-10-14,79.78
2008-10-15,75.71
2008-10-16,71.14
2008-10-17,72.92
2008-10-20,75.08
2008-10-21,73.13
2008-10-22,68.11
2008-10-23,69.17
2008-10-24,65.54
2008-10-27,64.75
2008-10-28,64.23
2008-10-29,69.07
2008-10-30,67.97
2008-10-31,69.92
2008-11-03,66.02
2008-11-04,72.79
2008-11-05,67.77
2008-11-06,63.33
2008-11-07,63.76
2008-11-10,65.09
2008-11-11,62.05
2008-11-12,58.84
2008-11-13,60.95
2008-11-14,59.3
2008-11-17,57.15
2008-11-18,56.45
2008-11-19,55.88
2008-11-20,51.44
2008-11-21,53.09
2008-11-24,57.68
2008-11-25,54.33
2008-11-26,58.04
2008-11-28,58.24
2008-12-01,53.22
2008-12-02,51.15
2008-12-03,51.34
2008-12-04,48.43
2008-12-05,46.27
2008-12-08,50.29
2008-12-09,48.56
2008-12-10,49.56
2008-12-11,54.46
2008-12-12,53.18
2008-12-15,51.73
2008-12-16,50.91
2008-12-17,49.16
2008-12-18,46.44
2008-12-19,47.15
2008-12-22,46.25
2008-12-23,45.3
2008-12-24,41.5
2008-12-26,43.75
2008-12-29,46.19
2008-12-30,46.33
2008-12-31,51.96
2009-01-02,53.64
2009-01-05,56.07
2009-01-06,56.79
2009-01-07,51.95
2009-01-08,51.43
2009-01-09,51.21
2009-01-12,49.25
2009-01-13,50.83
2009-01-14,50.71
2009-01-15,50.61
2009-01-16,49.51
2009-01-20,46.56
2009-01-21,48.51
2009-01-22,48.79
2009-01-23,51.95
2009-01-26,51.05
2009-01-27,48.7
2009-01-28,50.11
2009-01-29,50.27
2009-01-30,49.98
2009-02-02,47.62
2009-02-03,47.59
2009-02-04,48.24
2009-02-05,49.96
2009-02-06,50.39
2009-02-09,50.25
2009-02-10,48.41
2009-02-11,47.83
2009-02-12,47.81
2009-02-13,46.67
2009-02-17,42.88
2009-02-18,41.15
2009-02-19,43.97
2009-02-20,43.56
2009-02-23,44.16
2009-02-24,45.43
2009-02-25,46.9
2009-02-26,49.69
2009-02-27,48.98
2009-03-02,44.73
2009-03-03,46.01
2009-03-04,48.93
2009-03-05,47.7
2009-03-06,49.58
2009-03-09,49.38
2009-03-10,48.98
2009-03-11,46.42
2009-03-12,49.99
2009-03-13,49.05
2009-03-16,49.96
2009-03-17,52.18
2009-03-18,51.64
2009-03-19,54.79
2009-03-20,55.2
2009-03-23,58.33
2009-03-24,58.08
2009-03-25,56.52
2009-03-26,58.07
2009-03-27,56.65
2009-03-30,53.05
2009-03-31,53.93
2009-04-01,52.84
2009-04-02,57.22
2009-04-03,57.71
2009-04-06,56.76
2009-04-07,55.83
2009-04-08,56.07
2009-04-09,58.33
2009-04-13,56.83
2009-04-14,56.44
2009-04-15,55.62
2009-04-16,55.93
2009-04-17,56.11
2009-04-20,52.43
2009-04-21,52.22
2009-04-22,53.49
2009-04-23,53.5
2009-04-24,55.12
2009-04-27,53.74
2009-04-28,53.19
2009-04-29,54.32
2009-04-30,54.45
2009-05-01,56.78
2009-05-04,58.82
2009-05-05,58.04
2009-05-06,59.82
2009-05-07,59.98
2009-05-08,61.45
2009-05-11,61.08
2009-05-12,61.45
2009-05-13,60.73
2009-05-14,61.12
2009-05-15,58.61
2009-05-18,61.02
2009-05-19,61.59
2009-05-20,63.75
2009-05-21,63.16
2009-05-22,63.68
2009-05-26,64.21
2009-05-27,65.22
2009-05-28,67.06
2009-05-29,68.2
2009-06-01,70.58
2009-06-02,70.93
2009-06-03,68.86
2009-06-04,71.29
2009-06-05,71.07
2009-06-08,70.9
2009-06-09,72.45
2009-06-10,73.6
2009-06-11,74.95
2009-06-12,74.24
2009-06-15,72.86
2009-06-16,72.64
2009-06-17,73.34
2009-06-18,73.37
2009-06-19,71.64
2009-06-22,69.07
2009-06-23,71.33
2009-06-24,70.86
2009-06-25,72.44
2009-06-26,71.38
2009-06-29,73.65
2009-06-30,72.2
2009-07-01,71.78
2009-07-02,69.47
2009-07-06,66.74
2009-07-07,65.69
2009-07-08,63.18
2009-07-09,63.58
2009-07-10,62.88
2009-07-13,62.56
2009-07-14,62.49
2009-07-15,64.86
2009-07-16,65.53
2009-07-17,67.05
2009-07-20,68.06
2009-07-21,68.24
2009-07-22,69.75
2009-07-23,71.59
2009-07-24,72.52
2009-07-27,72.47
2009-07-28,71.46
2009-07-29,68.1
2009-07-30,71.58
2009-07-31,73.2
2009-08-03,75.06
2009-08-04,75.62
2009-08-05,76.33
2009-08-06,76.13
2009-08-07,74.91
2009-08-10,75.04
2009-08-11,73.73
2009-08-12,74.24
2009-08-13,74.75
2009-08-14,72
2009-08-17,71.22
2009-08-18,73.17
2009-08-19,75.56
2009-08-20,74.52
2009-08-21,76.13
2009-08-24,76.38
2009-08-25,74.15
2009-08-26,73.68
2009-08-27,74.53
2009-08-28,74.78
2009-08-31,72
2009-09-01,70.13
2009-09-02,69.96
2009-09-03,69.73
2009-09-04,69.63
2009-09-08,72.45
2009-09-09,72.62
2009-09-10,72.97
2009-09-11,70.68
2009-09-14,70.37
2009-09-15,72.14
2009-09-16,73.65
2009-09-17,73.93
2009-09-18,73.61
2009-09-21,70.94
2009-09-22,72.69
2009-09-23,70.6
2009-09-24,67.49
2009-09-25,67.4
2009-09-28,68.13
2009-09-29,68.01
2009-09-30,71.71
2009-10-01,72.07
2009-10-02,71.23
2009-10-05,71.37
2009-10-06,71.92
2009-10-07,70.8
2009-10-08,73.28
2009-10-09,73.43
2009-10-12,74.84
2009-10-13,75.89
2009-10-14,76.68
2009-10-15,79.13
2009-10-16,80.04
2009-10-19,80.96
2009-10-20,80.26
2009-10-21,83.06
2009-10-22,82.99
2009-10-23,82.43
2009-10-26,80.58
2009-10-27,81.26
2009-10-28,79.14
2009-10-29,81.43
2009-10-30,78.79
2009-11-02,80.12
2009-11-03,81.54
2009-11-04,82.36
2009-11-05,81.55
2009-11-06,79.39
2009-11-09,81.36
2009-11-10,80.89
2009-11-11,81.25
2009-11-12,79.13
2009-11-13,78.48
2009-11-16,80.93
2009-11-17,81.16
2009-11-18,81.57
2009-11-19,79.63
2009-11-20,79.11
2009-11-23,80.07
2009-11-24,78.96
2009-11-25,81.03
2009-11-27,79.38
2009-11-30,80.74
2009-12-01,81.84
2009-12-02,80.44
2009-12-03,80.76
2009-12-04,79.84
2009-12-07,78.75
2009-12-08,77.24
2009-12-09,74.9
2009-12-10,74.64
2009-12-11,74.63
2009-12-14,74.56
2009-12-15,74.84
2009-12-16,76.09
2009-12-17,75.56
2009-12-18,75.99
2009-12-21,75.32
2009-12-22,76.36
2009-12-23,78.43
2009-12-24,79.86
2009-12-28,80.74
2009-12-29,80.88
2009-12-30,81.29
2009-12-31,81.11
2010-01-04,83.12
2010-01-05,83.52
2010-01-06,84.86
2010-01-07,84.29
2010-01-08,84.47
2010-01-11,84.14
2010-01-12,82.28
2010-01-13,81.21
2010-01-14,81.11
2010-01-15,79.64
2010-01-19,80.4
2010-01-20,78.85
2010-01-21,77.74
2010-01-22,76.05
2010-01-25,76.84
2010-01-26,76.29
2010-01-27,75.32
2010-01-28,75.18
2010-01-29,74.53
2010-02-01,76.11
2010-02-02,78.91
2010-02-03,78.64
2010-02-04,74.74
2010-02-05,72.45
2010-02-08,73.26
2010-02-09,75.24
2010-02-10,75.83
2010-02-11,76.73
2010-02-12,75.57
2010-02-16,78.42
2010-02-17,78.71
2010-02-18,80.27
